,accuracy,loss,top_5_accuracy,val_accuracy,val_loss,val_top_5_accuracy,learning_rate
0,0.33364444971084595,1.9736707210540771,0.82551109790802,0.4824000298976898,1.4455742835998535,0.9240000247955322,0.0010000000474974513
1,0.4569333493709564,1.513522982597351,0.9091777801513672,0.5628000497817993,1.2615102529525757,0.945400059223175,0.0010000000474974513
2,0.5044666528701782,1.3867911100387573,0.9268666505813599,0.5956000089645386,1.1508145332336426,0.9580000638961792,0.0010000000474974513
3,0.5330889225006104,1.3143095970153809,0.9338666796684265,0.6200000047683716,1.08477783203125,0.963200032711029,0.0010000000474974513
4,0.5617111325263977,1.2455627918243408,0.9424222111701965,0.6100000143051147,1.085034966468811,0.9648000597953796,0.0010000000474974513
5,0.577822208404541,1.205066204071045,0.9474000334739685,0.6504000425338745,0.9920570850372314,0.9730000495910645,0.0010000000474974513
6,0.592555582523346,1.1639381647109985,0.9515555500984192,0.6652000546455383,0.9616594314575195,0.9744000434875488,0.0010000000474974513
7,0.6067333221435547,1.120958685874939,0.9566888809204102,0.678600013256073,0.9383444786071777,0.9706000685691833,0.0010000000474974513
8,0.6209555864334106,1.0903187990188599,0.9574888944625854,0.6818000078201294,0.8932733535766602,0.9760000705718994,0.0010000000474974513
9,0.6279777884483337,1.0638728141784668,0.9595333337783813,0.6866000294685364,0.9039928913116455,0.9776000380516052,0.0010000000474974513
10,0.6424222588539124,1.0281904935836792,0.9633333683013916,0.706000030040741,0.856778085231781,0.9776000380516052,0.0010000000474974513
11,0.653177797794342,0.9927153587341309,0.9662444591522217,0.7204000353813171,0.8090065717697144,0.9802000522613525,0.0010000000474974513
12,0.6637333631515503,0.9583208560943604,0.9675111174583435,0.7296000123023987,0.7904505133628845,0.9818000197410583,0.0010000000474974513
13,0.67448890209198,0.9318370819091797,0.9698444604873657,0.7046000361442566,0.8241499662399292,0.9814000725746155,0.0010000000474974513
14,0.6849333643913269,0.9012758731842041,0.9731333255767822,0.7344000339508057,0.7579721808433533,0.9836000204086304,0.0010000000474974513
15,0.693933367729187,0.8745356202125549,0.9748222231864929,0.7396000623703003,0.7479803562164307,0.978600025177002,0.0010000000474974513
16,0.7037333250045776,0.8412243127822876,0.9767333269119263,0.7402000427246094,0.7330456376075745,0.9816000461578369,0.0010000000474974513
17,0.7111555337905884,0.8219413161277771,0.9780444502830505,0.7594000101089478,0.6832813024520874,0.9866000413894653,0.0010000000474974513
18,0.7200222015380859,0.8054953813552856,0.9788222312927246,0.7634000182151794,0.6736109256744385,0.9838000535964966,0.0010000000474974513
19,0.727733314037323,0.7819722890853882,0.9788889288902283,0.7562000155448914,0.6876248717308044,0.9854000210762024,0.0010000000474974513
20,0.7338444590568542,0.7648304104804993,0.9805333614349365,0.7732000350952148,0.6435003280639648,0.9880000352859497,0.0010000000474974513
21,0.7385111451148987,0.7502084374427795,0.9820666909217834,0.7796000242233276,0.6398237943649292,0.9894000291824341,0.0010000000474974513
22,0.7444222569465637,0.7312467098236084,0.9832888841629028,0.7780000567436218,0.6395520567893982,0.9896000623703003,0.0010000000474974513
23,0.7483333349227905,0.7262296676635742,0.9830666780471802,0.7770000100135803,0.6423999071121216,0.988800048828125,0.0010000000474974513
24,0.7554000020027161,0.7056246399879456,0.9841555953025818,0.7866000533103943,0.635550856590271,0.9880000352859497,0.0010000000474974513
25,0.760533332824707,0.6901499032974243,0.9854888916015625,0.782200038433075,0.6281251311302185,0.9892000555992126,0.0010000000474974513
26,0.7638888955116272,0.6793259382247925,0.9851333498954773,0.7892000079154968,0.6068505644798279,0.9910000562667847,0.0010000000474974513
27,0.7691555619239807,0.6601738333702087,0.9856444597244263,0.7902000546455383,0.6185421347618103,0.9894000291824341,0.0010000000474974513
28,0.7730666995048523,0.6495589017868042,0.9872888922691345,0.796000063419342,0.5876402854919434,0.99180006980896,0.0010000000474974513
29,0.7748000025749207,0.6444849371910095,0.9875777959823608,0.7982000112533569,0.5735570192337036,0.9922000765800476,0.0010000000474974513
30,0.7781111001968384,0.6349789500236511,0.987666666507721,0.7992000579833984,0.5816692113876343,0.9912000298500061,0.0010000000474974513
31,0.7868666648864746,0.6140522956848145,0.9883333444595337,0.801800012588501,0.5700041651725769,0.9890000224113464,0.0010000000474974513
32,0.7847111225128174,0.6102573275566101,0.9883111119270325,0.8022000193595886,0.582991361618042,0.9902000427246094,0.0010000000474974513
33,0.7904000282287598,0.5963598489761353,0.9893555641174316,0.7946000099182129,0.5861626267433167,0.9910000562667847,0.0010000000474974513
34,0.7975777983665466,0.5841425061225891,0.9891999959945679,0.8062000274658203,0.5708368420600891,0.9910000562667847,0.0010000000474974513
35,0.799822211265564,0.573752760887146,0.990244448184967,0.8112000226974487,0.5479378700256348,0.9914000630378723,0.0010000000474974513
36,0.8036222457885742,0.5618292093276978,0.9910222291946411,0.8056000471115112,0.5572960376739502,0.9922000765800476,0.0010000000474974513
37,0.8067333698272705,0.5567671656608582,0.9905555844306946,0.8056000471115112,0.5563214421272278,0.9908000230789185,0.0010000000474974513
38,0.8118000030517578,0.5416169166564941,0.9910222291946411,0.8174000382423401,0.535069465637207,0.9920000433921814,0.0010000000474974513
39,0.8101111054420471,0.5399048924446106,0.9916000366210938,0.8076000213623047,0.5662857890129089,0.9904000759124756,0.0010000000474974513
40,0.8170666694641113,0.5300633311271667,0.992222249507904,0.8078000545501709,0.5436354279518127,0.992400050163269,0.0010000000474974513
