,accuracy,loss,top_5_accuracy,val_accuracy,val_loss,val_top_5_accuracy,learning_rate
0,0.360066682100296,2.4151933193206787,0.8599333167076111,0.1526000052690506,3.2407684326171875,0.6660000085830688,0.0010000000474974513
1,0.5060222148895264,1.722701072692871,0.9342666864395142,0.5958000421524048,1.4445677995681763,0.9590000510215759,0.0010000000474974513
2,0.5789333581924438,1.4990392923355103,0.9539333581924438,0.5480000376701355,1.5666202306747437,0.9524000287055969,0.0010000000474974513
3,0.624666690826416,1.3513308763504028,0.9645333290100098,0.6744000315666199,1.1859822273254395,0.9734000563621521,0.0010000000474974513
4,0.6608889102935791,1.2330989837646484,0.9700222611427307,0.7160000205039978,1.0527540445327759,0.9808000326156616,0.0010000000474974513
5,0.6904667019844055,1.1361963748931885,0.9756888747215271,0.7336000204086304,1.0423270463943481,0.9814000725746155,0.0010000000474974513
6,0.7119777798652649,1.0774939060211182,0.976555585861206,0.7438000440597534,0.9762866497039795,0.9854000210762024,0.0010000000474974513
7,0.7278222441673279,1.032631278038025,0.980911135673523,0.7608000636100769,0.9209191799163818,0.9878000617027283,0.0010000000474974513
8,0.73862224817276,1.01083242893219,0.9819333553314209,0.7770000100135803,0.8836055397987366,0.9866000413894653,0.0010000000474974513
9,0.7483111023902893,0.9892359375953674,0.98253333568573,0.7796000242233276,0.9084579348564148,0.9880000352859497,0.0010000000474974513
10,0.7577555775642395,0.9635177850723267,0.9842666983604431,0.7918000221252441,0.8710008263587952,0.988800048828125,0.0010000000474974513
11,0.7652222514152527,0.9380860328674316,0.9854444265365601,0.7722000479698181,0.9351376295089722,0.9836000204086304,0.0010000000474974513
12,0.7590667009353638,0.9876155257225037,0.9838666915893555,0.6910000443458557,1.3425769805908203,0.9682000279426575,0.0010000000474974513
13,0.7449777722358704,1.0574697256088257,0.9814666509628296,0.7806000113487244,0.9634485840797424,0.9860000610351562,0.0010000000474974513
14,0.7663333415985107,0.9959239959716797,0.9842666983604431,0.796000063419342,0.9151265025138855,0.9864000678062439,0.0010000000474974513
